student_name,subject,score,timeSpent
Charlie Brown,Statistics,95.32,20
Ian Jones,Math,64.93,91
Bob Miller,History,34.24,60
Ethan Jones,History,87.45,80
Hannah Martinez,Biology,5.65,30
Julia Smith,IT,38.09,16
Ian Johnson,Statistics,95.91,19
Charlie Jones,History,19.93,118
Ethan Wilson,IT,5.19,69
Julia Johnson,Biology,33.1,43
Alice Miller,Chemistry,33.2,120
Julia Martinez,IT,92.28,107
Alice Johnson,Math,1.55,40
Diana Miller,IT,39.85,51
Diana Wilson,Statistics,23.0,16
Julia Johnson,IT,47.86,63
Fiona Jones,IT,14.05,120
Fiona Johnson,IT,25.9,51
Alice Martinez,Math,79.93,102
Fiona Smith,Chemistry,39.2,112
Bob Garcia,Chemistry,13.01,16
Bob Smith,Chemistry,66.85,69
Bob Jones,Math,13.54,81
Hannah Smith,Biology,6.39,77
Ethan Jones,Math,97.52,83
Alice Jones,Math,71.11,94
Diana Davis,Math,89.47,72
Hannah Miller,Statistics,82.7,67
Julia Jones,History,25.91,106
Ian Wilson,Biology,4.0,52
Julia Williams,Statistics,33.48,86
Diana Garcia,Statistics,1.78,29
Hannah Garcia,Chemistry,2.63,101
Ian Garcia,Statistics,82.41,95
Fiona Smith,Biology,66.85,11
Alice Miller,Math,25.11,23
Julia Martinez,Biology,0.26,73
Fiona Jones,Chemistry,98.87,58
Fiona Smith,Math,51.97,99
Charlie Miller,Statistics,85.02,111
Ethan Jones,Statistics,65.54,16
Fiona Davis,Biology,40.68,34
George Brown,Chemistry,77.92,117
Charlie Garcia,Math,12.59,52
Ethan Miller,Math,9.52,108
Hannah Garcia,Math,81.0,100
Charlie Miller,Biology,35.65,120
Charlie Miller,History,72.99,11
Fiona Davis,History,7.27,79
Bob Brown,Statistics,96.96,72
George Williams,History,79.93,96
Alice Smith,History,76.59,10
Ethan Smith,IT,11.34,55
Ethan Johnson,Chemistry,64.59,107
Julia Brown,History,82.94,72
Ethan Wilson,Biology,45.53,38
George Miller,Biology,71.69,101
George Williams,History,68.14,109
Hannah Martinez,Biology,71.85,108
Hannah Davis,Biology,98.53,112
George Jones,Math,31.55,65
Ethan Davis,IT,41.55,39
Bob Martinez,History,62.68,88
Hannah Martinez,History,52.22,10
Ian Williams,History,37.64,69
Ian Miller,IT,16.76,102
Ethan Davis,Statistics,65.02,109
Diana Johnson,Statistics,57.89,109
Bob Williams,IT,30.29,44
Diana Jones,History,67.59,36
Bob Martinez,Math,63.58,113
Bob Jones,Statistics,66.4,60
Ian Garcia,Statistics,29.15,84
Alice Brown,History,92.77,120
Ethan Wilson,Math,7.04,107
Bob Brown,History,12.97,11
Fiona Garcia,History,7.6,25
Julia Miller,Statistics,36.09,74
Bob Garcia,Biology,93.64,109
Hannah Wilson,Statistics,90.74,78
Fiona Martinez,Statistics,13.65,89
George Wilson,IT,15.79,11
Ian Jones,Biology,32.64,79
Bob Martinez,Math,44.01,83
George Garcia,Math,42.98,84
Ethan Davis,Chemistry,86.38,49
George Smith,Chemistry,23.25,65
George Martinez,IT,57.05,27
Hannah Williams,Biology,23.72,81
George Wilson,History,98.51,76
Fiona Davis,Math,83.93,22
George Miller,Math,77.12,22
Ethan Johnson,Statistics,75.85,103
Fiona Martinez,Biology,2.94,87
Alice Garcia,Math,16.38,112
Ethan Martinez,Math,4.4,120
Charlie Davis,Statistics,39.14,87
Fiona Davis,Chemistry,81.19,21
George Williams,IT,69.17,94
Ian Brown,Statistics,39.06,14
Fiona Johnson,Chemistry,41.7,68
Diana Martinez,Statistics,85.09,27
George Brown,History,50.17,58
Ethan Garcia,Chemistry,66.6,46
Julia Johnson,Biology,33.05,15
Charlie Garcia,Biology,74.64,116
Diana Brown,Biology,18.36,11
Hannah Martinez,Math,69.79,45
Fiona Williams,History,51.1,89
Ethan Smith,History,17.11,11
Hannah Davis,Biology,9.31,110
Julia Davis,Math,64.58,44
Charlie Jones,IT,50.83,103
Diana Johnson,Biology,93.92,101
Hannah Miller,IT,3.16,86
Julia Brown,History,36.73,54
Julia Smith,Biology,95.08,63
Charlie Smith,Statistics,18.95,34
Diana Smith,Math,38.89,47
Alice Williams,Chemistry,85.26,23
Charlie Davis,Statistics,57.28,107
Bob Wilson,IT,62.96,87
Ian Smith,Biology,93.52,99
Hannah Davis,History,2.59,46
George Jones,Chemistry,14.78,104
Ethan Johnson,Biology,59.96,25
Hannah Williams,History,72.7,20
Julia Martinez,History,34.51,39
Ethan Miller,IT,27.12,75
Bob Williams,Biology,95.12,53
Fiona Johnson,Chemistry,39.41,21
George Garcia,Statistics,12.84,77
Julia Wilson,Statistics,8.11,117
Julia Wilson,History,75.79,69
George Williams,Biology,75.77,96
Ian Garcia,Biology,55.95,105
Diana Martinez,Math,20.15,86
Julia Jones,History,73.37,65
Ian Jones,Biology,17.59,37
Bob Johnson,Biology,86.94,66
Ethan Brown,Statistics,81.91,91
Ian Brown,IT,28.88,55
Bob Miller,Math,33.09,85
Diana Jones,Statistics,42.63,35
George Miller,Statistics,10.17,31
Ian Wilson,Statistics,80.16,73
Julia Williams,Biology,82.24,92
Hannah Miller,Math,5.4,98
Charlie Garcia,Math,18.44,90
George Jones,History,14.58,84
Fiona Wilson,Chemistry,93.38,44
Alice Davis,IT,0.3,69
Julia Williams,Math,67.94,98
Diana Johnson,Math,44.79,33
George Williams,Chemistry,91.08,56
Ethan Miller,IT,33.79,76
Hannah Wilson,Biology,50.7,34
Bob Miller,History,49.12,93
Fiona Johnson,Statistics,75.82,33
Diana Brown,History,83.48,65
Alice Wilson,History,27.33,18
Charlie Jones,Chemistry,46.93,86
Ian Johnson,Statistics,85.44,99
Ian Miller,Biology,95.68,111
George Miller,Biology,25.43,56
Hannah Johnson,IT,53.85,36
George Johnson,IT,56.86,114
Charlie Miller,Math,64.29,37
Julia Martinez,History,39.68,61
Charlie Wilson,Chemistry,56.48,89
George Martinez,Chemistry,48.56,98
Ethan Johnson,IT,74.62,116
Diana Miller,IT,5.14,88
Ethan Brown,Chemistry,67.54,27
Diana Miller,Math,0.51,95
George Davis,History,29.16,45
Ian Garcia,Biology,74.52,24
Charlie Smith,Math,0.17,24
Ian Wilson,IT,92.95,64
Fiona Martinez,Math,90.12,70
Bob Wilson,History,54.91,20
George Brown,IT,28.63,36
Ian Martinez,Statistics,92.93,86
Alice Miller,Biology,96.88,112
Julia Smith,Chemistry,49.99,69
Julia Wilson,Chemistry,45.25,77
Charlie Smith,Statistics,46.81,49
Ian Johnson,Math,82.51,106
Julia Garcia,IT,68.58,49
Fiona Davis,Biology,72.87,41
Ian Williams,History,37.94,10
Charlie Brown,IT,49.28,91
Diana Martinez,Biology,66.03,48
Julia Davis,Statistics,12.19,119
Ian Wilson,History,65.15,76
Hannah Miller,Statistics,10.01,87
George Smith,IT,10.51,110
Ethan Jones,Statistics,10.27,101
Charlie Davis,Biology,44.71,24
Hannah Davis,Math,6.77,107
Bob Garcia,Biology,67.96,113
Julia Miller,History,63.79,66
Charlie Brown,Statistics,47.15,63
Charlie Smith,Chemistry,40.01,96
Charlie Davis,History,76.48,39
Alice Garcia,Math,35.47,98
Diana Miller,IT,80.79,25
George Smith,Biology,70.91,103
Ian Garcia,Chemistry,89.63,50
Fiona Jones,IT,72.21,94
Fiona Williams,Biology,12.81,102
Charlie Miller,Statistics,18.08,103
Hannah Davis,History,3.22,48
Fiona Davis,Math,98.32,113
Fiona Miller,Chemistry,0.95,19
Ian Wilson,Biology,71.74,15
Fiona Wilson,Math,68.22,87
Fiona Jones,Biology,61.83,103
George Johnson,IT,72.23,84
Charlie Brown,IT,1.05,66
Bob Martinez,History,43.87,36
Ian Jones,History,82.08,79
George Johnson,Chemistry,10.42,119
Ethan Wilson,Statistics,20.33,53
Diana Johnson,IT,62.0,20
Ian Wilson,Biology,3.26,68
Diana Garcia,IT,5.9,78
Ethan Davis,Biology,55.23,116
Ian Williams,Math,27.79,19
Diana Brown,History,37.14,28
Bob Johnson,Math,82.64,79
Julia Johnson,History,97.79,23
Alice Smith,Biology,68.14,62
George Jones,IT,54.27,118
Ian Smith,Chemistry,82.32,66
George Smith,Math,49.18,21
Julia Williams,Chemistry,63.23,16
Charlie Johnson,Math,86.74,49
Alice Martinez,IT,11.44,89
Charlie Miller,Biology,40.28,80
Bob Miller,Chemistry,47.23,103
Fiona Wilson,Biology,55.19,115
Ian Garcia,History,9.29,81
Fiona Johnson,Biology,87.15,34
George Garcia,IT,81.07,83
Fiona Smith,IT,98.87,118
Diana Johnson,Chemistry,67.09,92
Ian Martinez,Statistics,61.34,102
Bob Jones,Biology,95.26,74
Alice Brown,Biology,89.51,110
Diana Martinez,Biology,23.09,63
Bob Smith,Statistics,66.83,70
Ian Wilson,Statistics,25.01,85
Bob Jones,History,66.02,14
Ian Jones,Statistics,17.18,77
Ian Smith,IT,55.07,117
George Miller,Biology,66.44,72
Alice Garcia,Statistics,30.8,29
Bob Brown,History,41.77,76
Charlie Williams,Chemistry,17.03,59
Alice Brown,History,45.44,15
Charlie Davis,IT,21.78,72
Julia Garcia,Biology,64.71,120
Diana Miller,Math,30.71,99
Fiona Jones,Chemistry,82.23,21
Ian Wilson,Chemistry,39.59,95
Ethan Wilson,Statistics,77.45,83
Diana Brown,Chemistry,57.89,104
Ethan Williams,Biology,0.42,119
Fiona Garcia,History,28.76,88
Ian Garcia,IT,17.68,29
Fiona Wilson,IT,73.91,112
Julia Martinez,Statistics,44.19,60
Charlie Williams,Statistics,21.77,35
Bob Martinez,Math,25.05,60
Fiona Miller,Statistics,21.39,70
Ethan Brown,History,22.09,114
Diana Brown,Math,14.76,62
George Smith,History,11.43,44
Fiona Miller,History,52.1,35
George Jones,IT,52.89,22
Bob Jones,Statistics,95.73,86
Julia Brown,Statistics,62.66,112
Ian Brown,Chemistry,88.42,49
Charlie Garcia,Math,66.45,52
Bob Jones,Statistics,76.25,45
Diana Miller,Math,38.21,72
Fiona Brown,Chemistry,8.5,106
Julia Davis,Statistics,45.06,79
Alice Garcia,Biology,50.8,81
George Johnson,Statistics,32.8,85
Fiona Miller,Biology,98.78,65
Julia Williams,Math,75.89,26
George Miller,Chemistry,27.89,14
Ethan Williams,IT,23.77,116
Charlie Smith,History,28.45,61
Alice Wilson,IT,87.03,49
Diana Johnson,Statistics,93.25,45
Hannah Davis,Chemistry,83.62,34
Ian Wilson,Biology,81.93,114
George Miller,IT,19.6,36
Bob Williams,IT,50.5,86
Fiona Martinez,Math,64.77,91
Hannah Jones,History,60.2,26
George Martinez,History,75.33,85
Alice Davis,Statistics,81.28,117
Bob Wilson,History,65.94,117
Hannah Wilson,Biology,38.07,89
George Miller,IT,75.08,86
Diana Jones,Biology,80.59,83
Ian Garcia,Statistics,24.96,100
George Wilson,Chemistry,99.28,24
Charlie Brown,Biology,36.0,81
Alice Garcia,History,69.55,100
Fiona Brown,Math,32.14,95
Diana Miller,Biology,87.4,72
Alice Garcia,IT,79.61,75
Diana Johnson,IT,57.81,43
Fiona Jones,History,21.22,17
Ian Johnson,Biology,48.41,10
Charlie Smith,Statistics,89.96,51
Hannah Miller,Biology,14.91,26
Ethan Jones,Math,33.25,94
Ian Jones,Biology,79.41,60
Julia Davis,Math,99.59,26
Hannah Brown,IT,70.65,54
Alice Williams,History,42.48,20
Bob Martinez,Biology,24.66,71
Charlie Jones,Statistics,28.73,104
Charlie Garcia,Statistics,44.72,109
Julia Williams,Math,39.05,78
Ian Jones,History,51.51,92
Ian Williams,Math,40.03,88
Bob Jones,IT,13.87,71
Fiona Brown,Statistics,7.84,36
Julia Jones,Math,74.97,101
George Williams,Math,90.76,53
Fiona Martinez,Statistics,26.56,77
Hannah Miller,History,89.06,27
Hannah Jones,Statistics,87.6,61
George Martinez,IT,15.33,14
George Garcia,IT,78.87,96
George Smith,History,56.72,23
Bob Jones,History,55.78,39
Bob Wilson,IT,50.13,48
Fiona Wilson,History,9.45,27
Julia Jones,IT,19.13,105
Ian Miller,IT,48.08,42
Julia Johnson,Math,37.83,76
Charlie Wilson,IT,22.24,68
Alice Johnson,Biology,43.84,43
Hannah Brown,Math,43.12,105
Hannah Williams,History,91.81,85
Bob Garcia,Biology,51.01,43
Hannah Smith,History,90.33,72
Charlie Williams,Biology,26.36,60
Charlie Martinez,Biology,59.69,34
George Brown,IT,41.88,80
George Johnson,IT,76.31,79
George Miller,Statistics,20.69,33
George Miller,Biology,80.43,71
Fiona Garcia,IT,19.83,80
Alice Martinez,IT,73.7,37
Diana Garcia,IT,94.75,10
Hannah Smith,Chemistry,20.37,29
Bob Wilson,Chemistry,20.56,78
Diana Williams,Chemistry,95.98,20
Hannah Johnson,Biology,19.67,35
Charlie Miller,History,32.57,83
Diana Williams,IT,40.52,76
Ian Johnson,IT,9.77,14
Charlie Smith,History,10.66,22
Charlie Garcia,IT,3.0,102
George Martinez,History,47.73,83
Hannah Davis,Statistics,10.49,93
Ian Williams,Statistics,49.02,111
Alice Johnson,Chemistry,13.89,66
Julia Davis,Math,98.27,18
Hannah Miller,Math,20.5,108
Diana Miller,Statistics,81.3,105
Ethan Davis,IT,49.8,54
George Brown,History,81.18,45
Ian Davis,History,58.48,104
Bob Davis,Biology,85.59,112
George Miller,Biology,44.09,11
Bob Wilson,Biology,97.83,108
Charlie Brown,Chemistry,73.85,115
Fiona Garcia,IT,61.69,67
Fiona Williams,Biology,73.03,19
Julia Johnson,History,23.36,79
Ian Smith,Chemistry,74.29,38
Ian Johnson,Statistics,76.81,114
Ian Smith,History,21.73,97
Fiona Smith,Math,4.22,106
Fiona Smith,Math,55.8,94
Ian Johnson,IT,92.85,85
Alice Garcia,Math,33.99,93
Julia Miller,IT,29.44,105
George Williams,Math,91.53,73
Charlie Brown,Statistics,94.14,85
Hannah Smith,Chemistry,74.29,109
Alice Brown,Chemistry,57.38,42
Hannah Garcia,Math,96.61,62
Diana Jones,Biology,55.22,60
Ian Smith,History,66.31,106
Ethan Smith,History,36.97,69
Ethan Johnson,IT,5.85,63
George Smith,Chemistry,15.43,11
George Miller,Chemistry,38.94,102
Ian Garcia,Biology,65.56,120
Charlie Davis,Statistics,25.37,53
Alice Miller,Statistics,74.01,98
Charlie Garcia,Chemistry,38.28,30
Julia Martinez,Biology,52.04,28
Alice Brown,IT,24.14,33
Diana Martinez,Statistics,27.06,94
Charlie Martinez,Statistics,87.06,50
Bob Miller,Math,0.19,33
Alice Johnson,History,2.04,109
Alice Davis,Math,19.12,87
Alice Wilson,Statistics,41.27,85
Hannah Jones,Statistics,81.73,10
Ian Davis,Statistics,16.68,22
George Brown,Chemistry,60.92,91
Bob Brown,Chemistry,10.94,56
Diana Martinez,IT,5.85,105
Bob Garcia,IT,95.42,80
Julia Jones,IT,53.05,71
Julia Smith,Chemistry,86.79,77
Charlie Brown,Biology,64.42,45
Diana Johnson,Chemistry,33.79,87
Charlie Martinez,Chemistry,89.64,92
Charlie Johnson,Biology,16.18,90
Hannah Garcia,Chemistry,65.29,112
Fiona Davis,Statistics,15.61,64
Hannah Johnson,Biology,65.54,100
George Wilson,Biology,69.85,69
Charlie Martinez,Math,46.96,78
Diana Johnson,Statistics,49.08,71
Ethan Brown,Chemistry,39.6,111
Fiona Jones,Statistics,49.79,71
Charlie Williams,IT,20.77,14
Ian Brown,Math,86.37,83
Ian Wilson,Biology,39.59,69
Diana Miller,History,36.25,15
George Jones,History,91.59,79
George Garcia,Math,37.24,86
Ian Garcia,Biology,78.13,26
Diana Jones,IT,10.19,28
Alice Davis,Math,62.21,97
Bob Garcia,Math,38.91,38
Fiona Davis,Chemistry,12.42,66
Diana Davis,Biology,86.87,69
Charlie Davis,IT,82.39,82
Julia Miller,Statistics,88.81,50
Hannah Garcia,Math,35.79,21
George Wilson,Statistics,86.68,74
Hannah Miller,Chemistry,60.47,17
Bob Johnson,Math,34.5,44
Ethan Martinez,Biology,30.83,105
Fiona Wilson,Statistics,79.44,19
Fiona Johnson,IT,31.48,30
Alice Brown,IT,62.2,94
Diana Miller,Biology,59.56,119
Charlie Miller,Chemistry,28.76,18
Ian Jones,Chemistry,50.51,36
George Miller,Math,23.14,110
Charlie Martinez,Statistics,21.98,102
Alice Martinez,Biology,98.6,74
Ethan Davis,Chemistry,7.13,65
Julia Johnson,Math,43.55,89
Ethan Smith,History,37.06,48
Fiona Jones,Math,38.17,114
Fiona Davis,History,19.68,109
George Williams,Chemistry,65.05,110
Diana Davis,Math,14.11,85
Ethan Martinez,Chemistry,58.25,60
Hannah Martinez,IT,62.74,72
Hannah Davis,Chemistry,86.2,23
Julia Martinez,Statistics,79.88,88
Ian Jones,Statistics,65.63,41
Julia Martinez,History,87.87,31
Alice Garcia,IT,42.35,25
Diana Williams,Chemistry,5.74,39
Hannah Smith,Statistics,49.76,37
Ethan Wilson,History,80.96,105
Julia Brown,Math,45.4,99
George Miller,Statistics,6.68,10
Alice Martinez,Statistics,94.27,47
Alice Jones,Chemistry,60.75,108
Fiona Wilson,Math,6.15,77
Diana Smith,Biology,54.55,72
Ian Davis,Statistics,76.05,81
Bob Smith,Chemistry,99.92,77
Ethan Wilson,Statistics,43.26,24
Hannah Brown,Chemistry,66.06,12
Alice Smith,Math,53.46,33
Ethan Martinez,Statistics,89.65,117
Ethan Martinez,History,73.83,26
Ethan Garcia,Math,35.37,59
Diana Wilson,Biology,49.36,42
Alice Garcia,History,0.72,78
Hannah Smith,Chemistry,55.7,92
Alice Wilson,Math,0.32,32
Ethan Jones,Biology,33.85,21
Bob Johnson,Chemistry,63.35,48
Hannah Smith,IT,83.4,75
Julia Garcia,Statistics,52.0,103
Diana Jones,Biology,16.49,61
Ethan Brown,Math,32.3,26
Charlie Garcia,IT,35.77,58
Julia Smith,IT,49.23,62
Alice Smith,History,20.38,101
George Williams,Statistics,2.08,27
Ian Smith,IT,16.71,16
Charlie Davis,Biology,34.35,81
Diana Wilson,Chemistry,6.3,46
Charlie Garcia,Statistics,35.25,34
Ethan Smith,IT,0.61,110
Julia Williams,Chemistry,74.37,90
Ethan Brown,Chemistry,39.34,28
Julia Johnson,Math,5.65,11
Charlie Jones,Statistics,45.65,16
George Miller,Chemistry,92.08,23
Ian Garcia,Math,50.57,105
Fiona Martinez,Chemistry,51.87,37
George Davis,Statistics,10.35,56
Hannah Brown,Chemistry,26.08,79
Bob Garcia,History,46.79,69
Ethan Martinez,History,67.67,79
Bob Johnson,Statistics,22.09,17
Alice Jones,Statistics,68.91,43
Ian Miller,Biology,36.61,66
Alice Miller,Statistics,49.95,58
Alice Smith,Chemistry,73.74,63
Charlie Brown,Math,56.11,107
Fiona Martinez,Chemistry,82.19,95
Bob Garcia,Math,45.35,58
Alice Johnson,Biology,15.53,69
Fiona Wilson,Chemistry,44.0,18
George Smith,Math,79.41,22
George Davis,Chemistry,7.27,81
Julia Davis,History,36.89,109
George Johnson,Biology,32.41,63
Fiona Garcia,History,95.59,103
George Brown,Chemistry,33.22,82
Ethan Johnson,Biology,10.33,96
Alice Smith,Math,87.69,113
George Wilson,Biology,4.39,29
George Smith,Biology,12.76,87
Hannah Smith,Statistics,81.67,40
Alice Garcia,History,69.33,44
Bob Miller,Statistics,15.53,92
Ethan Garcia,IT,4.81,15
Charlie Wilson,Biology,51.34,31
Fiona Wilson,Statistics,35.42,74
George Johnson,Biology,47.27,74
Julia Wilson,History,99.07,18
Fiona Davis,Biology,69.65,67
Alice Brown,Math,32.71,100
Alice Brown,History,87.46,84
George Smith,IT,28.09,84
Ian Smith,Chemistry,8.5,65
Charlie Wilson,IT,22.94,82
Ian Davis,Math,99.26,68
Diana Smith,Chemistry,59.29,35
Fiona Williams,Biology,89.85,35
Julia Miller,Biology,15.6,15
Fiona Wilson,IT,97.79,55
Fiona Martinez,Chemistry,50.97,111
Charlie Johnson,Biology,54.76,21
Julia Smith,IT,98.45,17
Bob Davis,Math,52.37,25
Alice Williams,Statistics,97.01,48
Charlie Smith,Biology,28.99,78
Alice Johnson,Math,21.13,74
Fiona Smith,IT,95.12,36
Hannah Garcia,Math,74.92,32
Alice Smith,Math,44.19,82
Hannah Brown,Math,70.09,55
Diana Davis,Math,2.69,59
Ethan Brown,Math,78.78,31
Fiona Davis,Math,29.81,108
Diana Smith,Biology,73.09,117
Fiona Miller,History,22.71,56
Charlie Davis,Chemistry,44.74,119
Fiona Wilson,Statistics,84.4,89
Diana Williams,IT,21.1,100
Diana Martinez,Math,46.24,39
George Williams,History,85.53,17
Hannah Smith,IT,77.18,107
Ethan Martinez,Statistics,66.94,48
George Smith,IT,12.46,119
Bob Smith,Biology,25.97,72
Ethan Brown,Statistics,71.94,70
Julia Miller,IT,39.1,22
Julia Johnson,Chemistry,32.44,70
Ian Jones,Chemistry,36.86,73
Bob Williams,Biology,50.93,102
Ethan Wilson,Math,31.78,36
Alice Brown,IT,53.18,93
George Garcia,IT,83.66,29
Julia Williams,Math,87.28,62
Ethan Martinez,Math,48.4,86
Alice Miller,Biology,38.93,11
Fiona Jones,Math,21.8,87
Ethan Martinez,IT,12.83,106
Fiona Miller,Chemistry,61.85,93
Hannah Williams,History,13.79,15
Alice Davis,IT,14.58,54
Diana Miller,IT,10.27,19
Julia Jones,Biology,74.98,102
George Miller,IT,11.65,80
Charlie Williams,Statistics,35.02,60
Alice Williams,Statistics,99.95,119
Fiona Davis,IT,26.48,54
Bob Jones,Statistics,30.37,33
Julia Wilson,Math,10.27,33
Bob Wilson,Biology,67.86,18
Alice Johnson,History,64.7,108
Diana Garcia,Chemistry,48.88,19
Charlie Smith,Chemistry,39.74,93
Diana Wilson,History,10.2,20
Alice Martinez,Statistics,12.85,104
Fiona Brown,Chemistry,2.46,100
Julia Miller,Chemistry,37.27,40
Fiona Davis,Biology,98.61,102
Bob Martinez,Chemistry,46.76,49
Diana Jones,Chemistry,30.7,86
Bob Williams,Math,35.34,29
Charlie Garcia,Biology,95.9,62
Diana Johnson,Statistics,58.86,81
George Davis,Chemistry,63.33,61
Ian Brown,History,57.25,115
Hannah Williams,Math,91.34,68
Bob Brown,Biology,98.79,18
George Wilson,IT,76.01,105
Julia Smith,Chemistry,23.42,33
Diana Brown,History,19.78,45
Alice Wilson,IT,30.59,54
George Wilson,Chemistry,43.84,77
George Davis,History,62.79,33
George Williams,Biology,81.16,78
Ian Davis,IT,19.04,64
Charlie Williams,History,42.55,63
Ian Williams,Statistics,34.52,46
George Wilson,Statistics,80.51,54
Julia Smith,IT,85.35,96
Ethan Martinez,IT,81.65,16
Alice Martinez,History,29.6,68
Julia Miller,Chemistry,17.61,22
George Garcia,IT,88.55,115
Hannah Williams,Math,37.67,46
Alice Garcia,Biology,58.05,56
George Garcia,Biology,36.53,88
Charlie Jones,History,70.89,48
Alice Williams,IT,70.76,43
Julia Jones,Biology,52.82,79
George Wilson,Math,27.1,82
Ethan Brown,IT,61.67,45
Hannah Jones,Chemistry,50.39,18
Fiona Brown,Statistics,30.71,96
Hannah Brown,Math,19.2,49
Ian Smith,Statistics,95.57,112
Fiona Garcia,Math,91.71,108
Julia Martinez,Biology,25.03,11
Ethan Garcia,Biology,54.95,117
Charlie Davis,Chemistry,96.29,78
Charlie Wilson,Chemistry,58.73,113
Charlie Miller,Math,1.51,42
Fiona Williams,IT,43.8,94
Fiona Williams,Chemistry,9.14,51
Charlie Davis,Statistics,40.59,32
Alice Williams,Math,94.68,29
Charlie Brown,Statistics,23.72,58
Diana Johnson,Math,4.13,88
Charlie Martinez,Statistics,70.66,56
Diana Davis,IT,93.25,104
George Davis,History,78.49,61
Diana Williams,IT,50.61,46
Bob Garcia,IT,39.98,63
Diana Miller,History,80.29,38
Bob Jones,Math,25.92,89
George Jones,Math,39.32,40
Diana Wilson,Biology,33.92,47
Charlie Martinez,Math,37.14,11
Diana Williams,Chemistry,27.57,114
George Williams,History,87.87,42
Diana Miller,Biology,38.7,113
Bob Williams,History,64.63,61
Alice Johnson,IT,77.08,15
Ian Williams,Chemistry,91.25,78
Hannah Davis,Math,4.96,76
Diana Miller,IT,0.53,56
Diana Miller,Chemistry,48.57,69
Fiona Williams,History,11.33,99
George Davis,History,66.64,39
Ethan Martinez,History,15.83,75
Alice Wilson,IT,99.55,47
Ian Miller,IT,25.17,65
George Williams,Statistics,43.42,86
Ethan Miller,Math,89.73,26
Julia Johnson,IT,93.31,17
Charlie Johnson,IT,86.71,70
Bob Brown,Biology,49.84,23
George Garcia,History,85.07,40
Charlie Williams,Math,44.28,96
Charlie Davis,Biology,96.18,105
Julia Williams,Biology,63.7,97
Diana Martinez,Biology,25.45,85
Ethan Williams,IT,38.01,105
Ian Miller,History,46.97,47
Diana Jones,IT,69.87,26
Bob Davis,History,1.02,87
Ethan Garcia,Biology,61.04,83
Bob Jones,Statistics,23.79,82
Ian Garcia,Chemistry,15.41,30
Hannah Davis,Chemistry,4.33,98
Diana Jones,Chemistry,56.9,74
Charlie Jones,Statistics,17.2,79
Ethan Williams,History,61.83,99
Diana Davis,Biology,16.71,43
Charlie Davis,Statistics,17.86,116
Ian Davis,Statistics,43.1,13
Julia Brown,Math,45.8,35
Ethan Smith,History,45.67,62
Ethan Martinez,History,40.62,94
Diana Miller,Math,36.03,10
Fiona Brown,Statistics,54.92,110
Fiona Martinez,IT,80.46,111
Charlie Johnson,Math,89.16,11
Fiona Wilson,IT,32.24,83
Alice Jones,Statistics,52.43,14
Alice Smith,Math,36.46,62
Ian Jones,Biology,98.75,13
Diana Smith,Biology,83.92,56
Bob Brown,IT,75.17,101
Ian Williams,IT,54.85,100
Diana Martinez,History,76.3,66
George Johnson,IT,26.51,99
Alice Wilson,History,96.73,102
Ethan Williams,Biology,24.67,28
Diana Davis,Biology,78.88,42
Julia Davis,Statistics,8.96,103
Bob Smith,History,79.6,10
Hannah Martinez,Biology,13.63,78
Ian Miller,IT,60.09,24
Ian Smith,IT,76.11,96
Bob Wilson,Math,51.98,110
Alice Davis,Chemistry,9.26,88
Charlie Garcia,Statistics,85.91,118
George Wilson,Biology,91.51,72
Hannah Wilson,Statistics,64.75,24
Fiona Brown,History,24.21,116
Diana Davis,Math,57.06,11
Charlie Brown,Chemistry,61.19,76
Hannah Garcia,History,65.1,98
Alice Garcia,History,25.23,29
Hannah Garcia,Biology,50.92,22
Ian Garcia,History,5.83,50
Julia Davis,Math,17.56,35
Julia Jones,Statistics,4.82,113
Ian Smith,IT,49.83,82
Hannah Wilson,History,55.38,11
Hannah Davis,Math,29.7,90
Charlie Smith,History,94.94,59
Julia Smith,History,91.18,91
Hannah Wilson,History,52.66,29
George Miller,History,79.55,54
Fiona Brown,Statistics,18.25,71
Charlie Wilson,Math,30.06,63
Julia Wilson,History,26.34,94
Julia Jones,Biology,80.48,61
Alice Martinez,Math,41.36,90
Diana Smith,IT,51.29,75
Julia Williams,Statistics,7.74,51
Charlie Jones,Biology,49.43,107
George Brown,Biology,43.93,67
Julia Wilson,Chemistry,41.73,96
Hannah Martinez,IT,77.81,106
Charlie Johnson,Statistics,9.61,34
Diana Martinez,Chemistry,44.27,13
Alice Miller,Biology,42.48,117
Julia Williams,IT,53.33,107
Fiona Martinez,History,82.8,95
George Smith,Chemistry,92.85,27
Fiona Johnson,Chemistry,9.52,15
Charlie Williams,Statistics,67.19,42
Charlie Wilson,Statistics,44.54,107
Julia Johnson,IT,72.53,60
Hannah Williams,History,59.49,104
Bob Garcia,Statistics,39.48,71
Julia Brown,Statistics,87.98,24
Julia Miller,Chemistry,26.85,83
Diana Brown,Math,99.65,56
Fiona Brown,IT,89.62,12
Bob Johnson,History,31.01,61
Hannah Williams,Biology,22.68,87
Diana Jones,Biology,88.59,98
Bob Williams,History,8.13,84
Ethan Miller,Statistics,22.17,33
Ian Williams,Statistics,80.67,90
Julia Garcia,Math,62.95,20
Ethan Jones,Statistics,42.22,10
George Martinez,IT,90.22,48
Hannah Davis,Chemistry,83.52,106
